are_you_selfemployed,how_many_employees_does_your_company_or_organization_have,is_your_employer_primarily_a_tech_companyorganization,is_your_primary_role_within_your_company_related_to_techit,does_your_employer_provide_mental_health_benefits_as_part_of_healthcare_coverage,do_you_know_the_options_for_mental_health_care_available_under_your_employerprovided_coverage,has_your_employer_ever_formally_discussed_mental_health_for_example_as_part_of_a_wellness_campaign_or_other_official_communication,does_your_employer_offer_resources_to_learn_more_about_mental_health_concerns_and_options_for_seeking_help,is_your_anonymity_protected_if_you_choose_to_take_advantage_of_mental_health_or_substance_abuse_treatment_resources_provided_by_your_employer,if_a_mental_health_issue_prompted_you_to_request_a_medical_leave_from_work_asking_for_that_leave_would_be,do_you_think_that_discussing_a_mental_health_disorder_with_your_employer_would_have_negative_consequences,do_you_think_that_discussing_a_physical_health_issue_with_your_employer_would_have_negative_consequences,would_you_feel_comfortable_discussing_a_mental_health_disorder_with_your_coworkers,would_you_feel_comfortable_discussing_a_mental_health_disorder_with_your_direct_supervisors,do_you_feel_that_your_employer_takes_mental_health_as_seriously_as_physical_health,have_you_heard_of_or_observed_negative_consequences_for_coworkers_who_have_been_open_about_mental_health_issues_in_your_workplace,do_you_have_medical_coverage_private_insurance_or_stateprovided_which_includes_treatment_of_mental_health_issues,do_you_know_local_or_online_resources_to_seek_help_for_a_mental_health_disorder,if_you_have_been_diagnosed_or_treated_for_a_mental_health_disorder_do_you_ever_reveal_this_to_clients_or_business_contacts,if_you_have_revealed_a_mental_health_issue_to_a_client_or_business_contact_do_you_believe_this_has_impacted_you_negatively,if_you_have_been_diagnosed_or_treated_for_a_mental_health_disorder_do_you_ever_reveal_this_to_coworkers_or_employees,if_you_have_revealed_a_mental_health_issue_to_a_coworker_or_employee_do_you_believe_this_has_impacted_you_negatively,do_you_believe_your_productivity_is_ever_affected_by_a_mental_health_issue,if_yes_what_percentage_of_your_work_time_time_performing_primary_or_secondary_job_functions_is_affected_by_a_mental_health_issue,do_you_have_previous_employers,have_your_previous_employers_provided_mental_health_benefits,were_you_aware_of_the_options_for_mental_health_care_provided_by_your_previous_employers,did_your_previous_employers_ever_formally_discuss_mental_health_as_part_of_a_wellness_campaign_or_other_official_communication,did_your_previous_employers_provide_resources_to_learn_more_about_mental_health_issues_and_how_to_seek_help,was_your_anonymity_protected_if_you_chose_to_take_advantage_of_mental_health_or_substance_abuse_treatment_resources_with_previous_employers,do_you_think_that_discussing_a_mental_health_disorder_with_previous_employers_would_have_negative_consequences,do_you_think_that_discussing_a_physical_health_issue_with_previous_employers_would_have_negative_consequences,would_you_have_been_willing_to_discuss_a_mental_health_issue_with_your_previous_coworkers,would_you_have_been_willing_to_discuss_a_mental_health_issue_with_your_direct_supervisors,did_you_feel_that_your_previous_employers_took_mental_health_as_seriously_as_physical_health,did_you_hear_of_or_observe_negative_consequences_for_coworkers_with_mental_health_issues_in_your_previous_workplaces,would_you_be_willing_to_bring_up_a_physical_health_issue_with_a_potential_employer_in_an_interview,why_or_why_not,would_you_bring_up_a_mental_health_issue_with_a_potential_employer_in_an_interview,why_or_why_not1,do_you_feel_that_being_identified_as_a_person_with_a_mental_health_issue_would_hurt_your_career,do_you_think_that_team_memberscoworkers_would_view_you_more_negatively_if_they_knew_you_suffered_from_a_mental_health_issue,how_willing_would_you_be_to_share_with_friends_and_family_that_you_have_a_mental_illness,have_you_observed_or_experienced_an_unsupportive_or_badly_handled_response_to_a_mental_health_issue_in_your_current_or_previous_workplace,have_your_observations_of_how_another_individual_who_discussed_a_mental_health_disorder_made_you_less_likely_to_reveal_a_mental_health_issue_yourself_in_your_current_workplace,do_you_have_a_family_history_of_mental_illness,have_you_had_a_mental_health_disorder_in_the_past,do_you_currently_have_a_mental_health_disorder,if_yes_what_conditions_have_you_been_diagnosed_with,if_maybe_what_conditions_do_you_believe_you_have,have_you_been_diagnosed_with_a_mental_health_condition_by_a_medical_professional,if_so_what_conditions_were_you_diagnosed_with,have_you_ever_sought_treatment_for_a_mental_health_issue_from_a_mental_health_professional,if_you_have_a_mental_health_issue_do_you_feel_that_it_interferes_with_your_work_when_being_treated_effectively,if_you_have_a_mental_health_issue_do_you_feel_that_it_interferes_with_your_work_when_not_being_treated_effectively,what_is_your_age,what_is_your_gender,what_country_do_you_live_in,what_us_state_or_territory_do_you_live_in,what_country_do_you_work_in,what_us_state_or_territory_do_you_work_in,which_of_the_following_best_describes_your_work_position,do_you_work_remotely,gender_cleaned,gender_female,gender_male,gender_not specified,gender_other,country_grouped,country_Australia,country_Canada,country_France,country_Germany,country_Ireland,country_Netherlands,country_Other,country_Sweden,country_Switzerland,country_United Kingdom,country_United States,age_group,PCA1,PCA2,cluster
0,100-500,1.0,,Yes,I am not sure,1,0,I don't know,Very easy,0.0,0.0,,,1,0.0,,,,,,,,,1,"Yes, they all did","Yes, I was aware of all of them","Yes, they all did",Some did,Sometimes,"Yes, all of them",Some of them,"Yes, at all of my previous employers","Yes, at all of my previous employers","Yes, they all did",None of them,0.0,,0.0,,Maybe,Maybe,Somewhat open,No,,0,0.0,0.0,,,0,,0,Not applicable to me,Not applicable to me,34.0,male,United Kingdom,,United Kingdom,,Supervisor/Team Lead,Sometimes,male,False,True,False,False,United Kingdom,False,False,False,False,False,False,False,False,False,True,False,25-35,-2.304885506226675,-0.6883979363375,1
0,6-25,1.0,,Not eligible for coverage / N/A,,0,0,I don't know,Neither easy nor difficult,,,,,1,0.0,,,,,,,,,1,"Yes, they all did",N/A (not currently aware),None did,None did,No,"Yes, all of them","Yes, all of them","No, at none of my previous employers","No, at none of my previous employers",None did,None of them,,"If the health issue could reasonably impact my ability to perform my duties, providing that information would be relevant. However, if I was confident the impact would be minimal, there would be no reason to offer unnecessary information. ",0.0,There is still too much stigma attached to mental health and the possibility for discrimination is too high. I might disclose it *after* being hired and passing any probationary period. ,Maybe,"No, I don't think they would",Not open at all,No,,1,1.0,1.0,"Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Never,Rarely,35.0,male,United States,Illinois,United States of America,Illinois,Supervisor/Team Lead|Back-end Developer|Front-end Developer,Always,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,35-45,1.7281409064391022,0.7587457230937504,2
0,26-100,1.0,,No,I am not sure,1,0,1,Very easy,0.0,0.0,,1.0,1,0.0,,,,,,,,,1,"No, none did",N/A (not currently aware),None did,Some did,"Yes, always",Some of them,None of them,Some of my previous employers,Some of my previous employers,None did,Some of them,,,0.0,,Maybe,Maybe,Somewhat open,Maybe/Not sure,0.0,0,0.0,0.0,,,0,,0,Not applicable to me,Not applicable to me,31.0,male,Norway,,Norway,,Executive Leadership,Sometimes,male,False,True,False,False,Other,False,False,False,False,False,False,True,False,False,False,False,25-35,-2.8344671692267656,0.497256614743823,1
1,,,,,,,,,,,,,,,,1.0,I know some,"No, because it would impact me negatively",1,"Sometimes, if it comes up",Yes,Yes,1-25%,1,I don't know,N/A (not currently aware),None did,None did,I don't know,"Yes, all of them",Some of them,Some of my previous employers,"No, at none of my previous employers",I don't know,Some of them,1.0,I have physical health issues which I am not able to hide and which I require accommodation for in many situations or cannot function.  I discuss it when that is absolutely necessary.,0.0,I have enough counting against me in an interview without adding to the number of biases weighted against me.,"Yes, I think it would","Yes, I think they would",Somewhat open,No,,1,1.0,1.0,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Sometimes,35.0,female,United States,Washington,United States of America,Washington,Back-end Developer,Always,female,True,False,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,35-45,1.7705616389013912,1.1063548237528895,2
0,26-100,0.0,1.0,I don't know,0,0,0,I don't know,Somewhat easy,0.0,0.0,1.0,1.0,1,0.0,,,,,,,,,1,I don't know,"No, I only became aware later",None did,Some did,I don't know,None of them,None of them,"Yes, at all of my previous employers","Yes, at all of my previous employers",Some did,None of them,1.0,I would discuss it to make sure I was open and up front about myself and who I am/how I work,,I depends on what degree it affects my work. If it affects how I work I would want to be up front about that.,Maybe,"No, I don't think they would",Very open,No,,0,0.0,0.0,,,0,,0,Not applicable to me,Not applicable to me,36.0,male,United States,Indiana,United States of America,Indiana,Supervisor/Team Lead,Sometimes,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,35-45,-2.9883206631048678,1.2646679910190857,1
0,26-100,1.0,,Yes,I am not sure,0,I don't know,I don't know,Somewhat difficult,,0.0,,,1,0.0,,,,,,,,,1,Some did,I was aware of some,None did,None did,I don't know,Some of them,Some of them,"No, at none of my previous employers","No, at none of my previous employers",Some did,None of them,,"Could be seen as a weakness, or a reason why you couldn't be as productive.",0.0,Could definitely be seen as a weakness and a reason why you wouldn't be as productive as someone without the issue.,"Yes, I think it would","Yes, I think they would",Somewhat open,No,,1,1.0,0.0,,,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Obsessive-Compulsive Disorder",1,Never,Sometimes,50.0,male,United States,Minnesota,United States of America,Minnesota,Back-end Developer,Sometimes,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,45-60,0.7952586378051665,0.5137173729744454,2
0,6-25,1.0,,I don't know,I am not sure,0,0,1,Very easy,0.0,0.0,,1.0,I don't know,0.0,,,,,,,,,0,,,,,,,,,,,,0.0,Seems like it could only hurt you,0.0,Would only hurt you,Maybe,"No, I don't think they would",Somewhat open,No,,1,1.0,1.0,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Obsessive-Compulsive Disorder",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Obsessive-Compulsive Disorder",1,Rarely,Rarely,31.0,male,United States,Indiana,United States of America,Indiana,Supervisor/Team Lead,Sometimes,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,25-35,1.215670377889783,1.1698561696181276,2
0,100-500,1.0,,Yes,1,0,0,I don't know,I don't know,,,1.0,,I don't know,0.0,,,,,,,,,1,Some did,I was aware of some,Some did,Some did,I don't know,I don't know,Some of them,Some of my previous employers,Some of my previous employers,Some did,None of them,0.0,It's illegal for them to ask in the U.S. and unless it's relevant to job performance there's no reason for me to bring it up.,0.0,It's not relevant to my ability to perform the job responsibilities.,Maybe,Maybe,Somewhat open,No,,1,1.0,0.0,,,1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Often,47.0,male,United States,Vermont,United States of America,Vermont,Dev Evangelist/Advocate|Back-end Developer,Never,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,45-60,0.7351813915350602,0.9047400845661547,2
0,6-25,1.0,,I don't know,I am not sure,0,I don't know,I don't know,Very difficult,,,,0.0,I don't know,1.0,,,,,,,,,1,Some did,I was aware of some,Some did,Some did,"Yes, always","Yes, all of them","Yes, all of them","No, at none of my previous employers","No, at none of my previous employers",I don't know,None of them,0.0,"I have fibromyalgia which still isn't accepted fully in the medical community, so I don't believe it would be handled well by employers (or anybody, really).",0.0,"Don't have one personally, but the same logic applies. Mental health isn't respected or understood well by anyone and I don't see how it would be to my advantage to disclose.","Yes, I think it would",Maybe,Somewhat open,Maybe/Not sure,,0,0.0,0.0,,,0,,1,Not applicable to me,Not applicable to me,32.0,female,Canada,,Canada,,Front-end Developer|Back-end Developer|Supervisor/Team Lead,Never,female,True,False,False,False,Canada,False,True,False,False,False,False,False,False,False,False,False,25-35,-0.40846395307179334,-2.1286271378935577,1
0,26-100,1.0,,Yes,1,0,0,1,Somewhat easy,0.0,0.0,,1.0,1,0.0,,,,,,,,,1,"No, none did",N/A (not currently aware),None did,None did,I don't know,"Yes, all of them","Yes, all of them","No, at none of my previous employers",I don't know,I don't know,None of them,,"If it was going to effect my position, I would bring it up.",,"If it was going to effect my position, I would bring it up.",Maybe,"No, I don't think they would",Somewhat open,"Yes, I experienced",1.0,1,0.0,1.0,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Often,23.0,female,Canada,,Canada,,Designer,Never,female,True,False,False,False,Canada,False,True,False,False,False,False,False,False,False,False,False,<25,0.23962120166370612,1.1293835057667125,2
0,6-25,1.0,,Yes,I am not sure,0,I don't know,I don't know,Somewhat difficult,,0.0,1.0,1.0,1,0.0,,,,,,,,,1,"Yes, they all did",I was aware of some,Some did,Some did,"Yes, always",Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,Some of them,,,0.0,,"Yes, I think it would",Maybe,Very open,No,,1,1.0,1.0,"Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Often,43.0,female,Canada,,Canada,,Sales,Sometimes,female,True,False,False,False,Canada,False,True,False,False,False,False,False,False,False,False,False,35-45,1.3384385237240084,2.19774313567447,2
0,6-25,1.0,,Yes,1,0,0,I don't know,Neither easy nor difficult,0.0,0.0,1.0,1.0,1,0.0,,,,,,,,,1,"No, none did",N/A (not currently aware),None did,None did,I don't know,I don't know,None of them,"Yes, at all of my previous employers","Yes, at all of my previous employers",Some did,None of them,,"It would depend on the relevance said issue had to the job - for example, I wouldn't feel the need to bring up a knee problem for a desk job interview. If I had a chronic physical health issue that would require me to take breaks or time off, I would be upfront about it. ",,"Again, it would depend on the relevance. If a mental health issue would in any way effect my life at a the potential job, I would much rather be upfront about my needs and requirements from my employers than try to hide it. If I thought it was irrelevant to the job, I probably wouldn't bring it up during an interview.",Maybe,"No, I don't think they would",Very open,"Yes, I observed",0.0,1,,0.0,,,0,,0,Not applicable to me,Not applicable to me,26.0,female,Canada,,Canada,,Designer,Sometimes,female,True,False,False,False,Canada,False,True,False,False,False,False,False,False,False,False,False,25-35,-2.4928020772646424,1.6389815464082755,1
0,26-100,1.0,,I don't know,I am not sure,0,I don't know,I don't know,I don't know,0.0,0.0,,,I don't know,0.0,,,,,,,,,1,I don't know,N/A (not currently aware),I don't know,None did,I don't know,Some of them,Some of them,"Yes, at all of my previous employers","Yes, at all of my previous employers",I don't know,None of them,1.0,,0.0,,Maybe,Maybe,Somewhat not open,Maybe/Not sure,,1,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",0,,0,Sometimes,Sometimes,26.0,female,Canada,,Canada,,Other,Never,female,True,False,False,False,Canada,False,True,False,False,False,False,False,False,False,False,False,25-35,-1.4841911815280608,0.4366766922517333,1
0,6-25,1.0,,Yes,1,1,1,1,Very easy,0.0,0.0,,1.0,1,0.0,,,,,,,,,1,Some did,"Yes, I was aware of all of them",Some did,Some did,Sometimes,Some of them,Some of them,"No, at none of my previous employers",Some of my previous employers,Some did,Some of them,,"It would depend on the nature of the job and the physical health issue - if there would be a direct impact on my ability to work because of the issue.  If not relevant, I would not disclose.",,Only if I had a firm belief that there would be no negative consequences.,"Yes, I think it would",Maybe,Somewhat open,"Yes, I observed",,0,0.0,0.0,,,0,,0,Not applicable to me,Not applicable to me,55.0,female,Canada,,Canada,,Executive Leadership,Sometimes,female,True,False,False,False,Canada,False,True,False,False,False,False,False,False,False,False,False,45-60,-2.546922950396213,0.36252216414161753,1
0,6-25,1.0,,Yes,0,1,0,I don't know,Neither easy nor difficult,0.0,0.0,,,1,0.0,,,,,,,,,1,I don't know,N/A (not currently aware),None did,None did,I don't know,I don't know,None of them,"No, at none of my previous employers",I don't know,None did,None of them,0.0,I would be afraid that it would result in me being passed up for the position.,0.0,I would be afraid that it would result in me not being chosen for the position.,Maybe,Maybe,Somewhat open,Maybe/Not sure,,0,1.0,1.0,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Often,Often,27.0,male,Canada,,Canada,,Other,Never,male,False,True,False,False,Canada,False,True,False,False,False,False,False,False,False,False,False,25-35,1.5290965250139923,0.9333709441476407,2
0,100-500,1.0,,Not eligible for coverage / N/A,0,0,I don't know,I don't know,Somewhat difficult,,0.0,0.0,0.0,I don't know,0.0,,,,,,,,,1,"No, none did","No, I only became aware later",None did,None did,No,Some of them,Some of them,Some of my previous employers,"No, at none of my previous employers",None did,None of them,1.0,"I would bring up a physical health issue because, compared with mental health issues, i feel that there is no prejudices",0.0,"Like i said before, i think that there are so many prejudices and ignorance about mental health","Yes, I think it would","Yes, I think they would",Somewhat not open,Maybe/Not sure,0.0,1,0.0,0.0,,,0,,1,Not applicable to me,Not applicable to me,34.0,male,Argentina,,Argentina,,Other,Always,male,False,True,False,False,Other,False,False,False,False,False,False,True,False,False,False,False,25-35,-1.2443903763831272,-0.9838854183707065,1
0,26-100,1.0,,No,,0,0,I don't know,Somewhat difficult,1.0,,0.0,0.0,I don't know,0.0,,,,,,,,,0,,,,,,,,,,,,1.0,"If I have a physical health issue and it has the potential to interfere with my work life, I must be upfront about it.",,"I am from India. IMO mental illness is not looked upon in an accepting way here. If I have an mental health issue, I would be skeptical to talk about it as it might affect my prospects.","Yes, I think it would","Yes, I think they would",Neutral,,,1,0.0,0.0,,,0,,0,Not applicable to me,Not applicable to me,25.0,male,India,,India,,Back-end Developer,Never,male,False,True,False,False,Other,False,False,False,False,False,False,True,False,False,False,False,25-35,-1.7380215412014703,-2.9320464787320164,1
0,26-100,0.0,1.0,I don't know,0,0,I don't know,I don't know,Somewhat difficult,1.0,0.0,,1.0,I don't know,0.0,,,,,,,,,1,I don't know,N/A (not currently aware),None did,None did,I don't know,I don't know,None of them,Some of my previous employers,"No, at none of my previous employers",Some did,None of them,0.0,i would not want to give the interviewer any reason at all to disqualify me,0.0,i would not want to give ANY reason for disqualification,"Yes, I think it would",Maybe,Somewhat open,No,,0,0.0,0.0,,,0,,0,Not applicable to me,Not applicable to me,35.0,male,United States,Indiana,United States of America,Indiana,Supervisor/Team Lead|DevOps/SysAdmin|Back-end Developer|Front-end Developer,Sometimes,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,35-45,-1.729878494275344,-1.6143895596086268,1
1,,,,,,,,,,,,,,,,1.0,"Yes, I know several","Sometimes, if it comes up",0,"Sometimes, if it comes up",No,Yes,1-25%,1,I don't know,N/A (not currently aware),None did,None did,I don't know,Some of them,Some of them,Some of my previous employers,"No, at none of my previous employers",None did,None of them,,"I guess it really depends on whether it is necessary for the job. If it will not impact day-to-day work, it would not be necessary",,I am scared it may scare off potential employers to be honest. I guess it really depends on the person that is sitting across the table and how comfortable I'd feel.,Maybe,"No, I don't think they would",Very open,"Yes, I experienced",0.0,0,1.0,1.0,Depression,,1,Depression,1,Rarely,Sometimes,37.0,male,Netherlands,,Netherlands,,Back-end Developer,Sometimes,male,False,True,False,False,Netherlands,False,False,False,False,False,True,False,False,False,False,False,35-45,1.6980194416320977,1.1652719168338328,2
0,26-100,1.0,,Yes,I am not sure,0,1,I don't know,Very easy,0.0,0.0,1.0,1.0,1,0.0,,,,,,,,,1,"Yes, they all did",I was aware of some,None did,None did,I don't know,"Yes, all of them","Yes, all of them","No, at none of my previous employers","No, at none of my previous employers",None did,Some of them,1.0,There is no stigma against physical health issue like there is with mental health.,0.0,The stigma associated with mental health colors the judgement of potential candidates.  ,Maybe,Maybe,Somewhat not open,"Yes, I experienced",,I don't know,1.0,1.0,"Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,Rarely,Often,38.0,female,United States,Illinois,United States of America,Illinois,Other,Sometimes,female,True,False,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,35-45,0.9083539855244269,2.996405629305104,2
0,26-100,1.0,,Yes,0,0,0,I don't know,Very difficult,1.0,,,,I don't know,0.0,,,,,,,,,1,"Yes, they all did","No, I only became aware later",Some did,Some did,I don't know,Some of them,Some of them,"No, at none of my previous employers","No, at none of my previous employers",None did,Some of them,,"Being viewed as problematic. Too personal. Maybe allude to it vaguely, at best.",0.0,For all the reasons you already know.,"Yes, I think it would","Yes, I think they would",Somewhat not open,No,,I don't know,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",0,,1,Not applicable to me,Often,29.0,male,Canada,,Canada,,Front-end Developer,Never,male,False,True,False,False,Canada,False,True,False,False,False,False,False,False,False,False,False,25-35,0.34611817136899903,-0.9064964329116019,0
0,500-1000,1.0,,Yes,1,1,1,1,Somewhat easy,,0.0,1.0,,1,0.0,,,,,,,,,0,,,,,,,,,,,,1.0,,,,Maybe,Maybe,Somewhat open,No,,1,,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",0,,1,Sometimes,Often,28.0,male,United Kingdom,,United Kingdom,,Designer,Always,male,False,True,False,False,United Kingdom,False,False,False,False,False,False,False,False,False,True,False,25-35,-0.7496003353533598,0.941711649807915,1
0,6-25,1.0,,Not eligible for coverage / N/A,,1,0,I don't know,Somewhat easy,0.0,0.0,1.0,1.0,1,0.0,,,,,,,,,1,I don't know,N/A (not currently aware),Some did,Some did,I don't know,Some of them,Some of them,Some of my previous employers,Some of my previous employers,None did,Some of them,,May not be relevant. ,,Concern about it's impact on hiring,Maybe,Maybe,Very open,Maybe/Not sure,0.0,1,1.0,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,Sometimes,Often,29.0,male,United Kingdom,,United States of America,Washington,Supervisor/Team Lead|Back-end Developer|Front-end Developer,Always,male,False,True,False,False,United Kingdom,False,False,False,False,False,False,False,False,False,True,False,25-35,0.2813851585253574,2.8386512572072977,2
0,More than 1000,1.0,,Yes,I am not sure,0,0,I don't know,Somewhat easy,0.0,0.0,,1.0,0,0.0,,,,,,,,,1,Some did,I was aware of some,Some did,Some did,Sometimes,Some of them,Some of them,Some of my previous employers,Some of my previous employers,None did,None of them,1.0,I would as likely it would effect my work,1.0,"For the same reason.  If it effects my work, they need to know.","No, I don't think it would",Maybe,Somewhat not open,"Yes, I observed",,1,,,,"Mood Disorder (Depression, Bipolar Disorder, etc)|Obsessive-Compulsive Disorder",0,,0,Rarely,Often,40.0,male,United States,New York,United States of America,New York,Dev Evangelist/Advocate,Always,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,35-45,-2.141797021522866,1.9635827481373946,1
0,26-100,1.0,,Yes,1,1,1,1,Very easy,0.0,0.0,1.0,1.0,1,0.0,,,,,,,,,0,,,,,,,,,,,,1.0,"I think physical health issues are easy to empathize with and understand, so I don't think mentioning it would affect me negatively",,I don't think mental health issues are well understood and the negative stigma might cause my interview to end negatively,"No, it has not","No, they do not",Somewhat open,,,0,1.0,1.0,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Post-traumatic Stress Disorder",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Post-traumatic Stress Disorder",1,Sometimes,Often,25.0,female,United States,Michigan,United States of America,Michigan,Front-end Developer|Supervisor/Team Lead,Sometimes,female,True,False,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,25-35,0.6069567717226353,2.706942181432825,2
1,,,,,,,,,,,,,,,,1.0,I know some,Not applicable to me,0,Not applicable to me,Not applicable to me,Yes,26-50%,1,"Yes, they all did",I was aware of some,None did,None did,"Yes, always",Some of them,Some of them,"No, at none of my previous employers",Some of my previous employers,I don't know,None of them,,"If it doesn't affect my job, I don't feel that a potential employer has a need to know.",,"I would say it depends on what it is. Generally speaking, I would be hesitant to bring up any mental health issue in an interview situation, but there are circumstances which could change my mind.","No, I don't think it would",Maybe,Somewhat not open,No,,0,,,,"Mood Disorder (Depression, Bipolar Disorder, etc)|Anxiety Disorder (Generalized, Social, Phobia, etc)",0,,0,Not applicable to me,Sometimes,29.0,male,Sweden,,Sweden,,Back-end Developer,Sometimes,male,False,True,False,False,Sweden,False,False,False,False,False,False,False,True,False,False,False,25-35,-0.8867114176411456,-0.3626815061070293,1
0,26-100,1.0,,Yes,1,1,1,I don't know,Somewhat easy,0.0,0.0,1.0,1.0,1,0.0,,,,,,,,,1,Some did,N/A (not currently aware),I don't know,None did,I don't know,Some of them,Some of them,Some of my previous employers,Some of my previous employers,I don't know,Some of them,,Depends on the employer and how specifically it is referenced.  Likely would ask about their short-term disability and qualifying events,,Same as above,Maybe,"No, they do not",Somewhat open,"Yes, I experienced",0.0,1,1.0,1.0,"Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Mood Disorder (Depression, Bipolar Disorder, etc)",0,Rarely,Often,29.0,female,United States,Minnesota,United States of America,Minnesota,Supervisor/Team Lead|DevOps/SysAdmin,Sometimes,female,True,False,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,25-35,-0.14965314390769818,2.609489219770385,2
0,1-5,1.0,,Yes,1,0,1,I don't know,Very easy,0.0,0.0,1.0,1.0,1,0.0,,,,,,,,,1,I don't know,N/A (not currently aware),None did,None did,I don't know,Some of them,None of them,Some of my previous employers,Some of my previous employers,Some did,None of them,,It depends on the relevance for the job and my functioning there-in,,"Same, depends on the relevance to my function","No, it has not","No, I don't think they would",Very open,No,,0,1.0,1.0,Autism (Asperger's),,1,Autism (Asperger's),1,Rarely,Sometimes,35.0,male,Netherlands,,Netherlands,,Supervisor/Team Lead|DevOps/SysAdmin|Back-end Developer|Designer|Front-end Developer,Sometimes,male,False,True,False,False,Netherlands,False,False,False,False,False,True,False,False,False,False,False,35-45,0.9856422225897543,2.7124104036460053,2
1,,,,,,,,,,,,,,,,1.0,I know some,Not applicable to me,,Not applicable to me,Not applicable to me,Unsure,,0,,,,,,,,,,,,0.0,I try to give the best impression to my interviewers and I wouldn't bring up physical health issues that aren't going to impact my ability to do my job.,0.0,I try to give the best impression to my interviewers and I wouldn't bring up a mental health issue that doesn't impact my ability to do my job.,"Yes, I think it would","Yes, I think they would",Somewhat not open,No,,I don't know,0.0,0.0,,,0,,0,Not applicable to me,Not applicable to me,25.0,male,United States,New York,United States of America,New York,Back-end Developer|Front-end Developer,Sometimes,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,25-35,-2.036735343294345,-1.6028993989440679,1
0,26-100,1.0,,No,1,0,0,I don't know,Somewhat difficult,0.0,0.0,,,I don't know,0.0,,,,,,,,,1,"No, none did",N/A (not currently aware),None did,None did,I don't know,I don't know,Some of them,"No, at none of my previous employers","No, at none of my previous employers",I don't know,None of them,1.0,It could mean time off/etc so the employer needs to be informed.,1.0,It could mean time off/etc and the employer should be infomred,Maybe,Maybe,Somewhat open,"Yes, I observed",,0,1.0,1.0,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Obsessive-Compulsive Disorder|Post-traumatic Stress Disorder",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Obsessive-Compulsive Disorder|Post-traumatic Stress Disorder",1,Sometimes,Often,43.0,male,United States,Virginia,United States of America,Virginia,DevOps/SysAdmin,Sometimes,male,False,True,False,False,United States,False,False,False,False,False,False,False,False,False,False,True,35-45,0.7857906499036842,2.5823169405149375,2
